operator_id	operator_callsign	operator_comment	operator_country	operator_country_iso2letter	operator_iata	operator_icao	operator_name
3371	ITEK-AIR 		Kyrgyzstan 	kg	GI	IKA	Itek Air 
3223	IKIAIR 		Japan 	jp		IKK	IKI International Airlines 
1036	EASY SHUTTLE 		Ghana 	gh		IKM	Aero Survey 
3224	IKON 		Germany 	de		IKN	IKON FTO 
3251	IKAROS 		Denmark 	dk		IKR	Ikaros DK 
3330	GENERAL SKY 		Bulgaria 	bg		IKY	Intersky Bulgary 
3357			Japan 	jp		ILC	ILAS Air 
3229	SHIPEX 		United Kingdom 	gb		IPM	IPM Europe 
1037	ILEK 		Kazakhstan 	kz		ILK	Aero Airline 
3257	ILYICHAVIA 		Ukraine 	ua		ILL	Ilyich-Avia 
3296	INLINE 		South Africa 	za	D6	ILN	Interair South Africa 
3256			Aruba 			ILP	Ilpo Aruba Cargo 
5139	SERVICIOS ILSA 		Mexico 	mx		ILS	Servicios Aéreos Ilsa 
3326			United Kingdom 	gb		ISF	International Stabilisation Assistance Force 
3380	IMPERIAL AIRLINES 		Ghana 	gh		IMG	Imperial Cargo Airlines 
1039	TAXI CIMARRON 		Mexico 	mx		IMN	Aerotaxis Cimarron 
3258	IMAER 		Portugal 	pt		IMR	Imaer 
3261	IMTREC 		Cambodia 	kh		IMT	Imtrec Aviation 
6086	ZIMEX 		Switzerland 	ch	C4	IMX	Zimex Aviation 
1040	AERO-NACIONAL 		Mexico 	mx		INA	Aero Internacional 
3335	IONA 		Ireland 	ie		IND	Iona National Airways 
5140	SINCOM AVIA 		Ukraine 	ua		INK	Sincom-Avia 
3282	INTAL AVIA 		Kyrgyzstan 	kg		INL	Intal Avia 
1042	INTENOR 		Mexico 	mx		INO	Aeroservicios Intergrados de Norte 
4356			Peru 	pe		INP	Peruvian Navy 
3281	INTAIRCO 		Canada 	ca		INT	Intair 
2780	INSTRUCTOR 		Sweden 	se		INU	Flyguppdraget Backamo 
3334	INVER 		Latvia 	lv		INV	Inversija 
3286	INTER-EURO 		Turkey 	tr		INX	Inter Express 
3279	INSELAIR 		Netherlands Antilles 	nl		INC	Insel Air International 
3228	IPEC 		Australia 	au		IPA	IPEC Aviation 
1043	IPULL 		Spain 	es		IPL	Airpull Aviation 
3273	NUSANTARA 		Indonesia 	id		IPN	Industri Pesawat Terbang Nusantara 
3217	ICAR 		Ukraine 	ua	C3	IPR	Independent Carrier (ICAR) 
1932	CARIBJET 		Barbados 	bb		IQQ	Caribbean Airways 
3343	IRISH 		Ireland 	ie		IRL	Irish Air Corps 
3231	ISDAVIA 		Ukraine 	ua		ISD	ISD Avia 
2083	CLUBAIR 		Italy 	it	6P	ISG	Club Air 
3348	ISLANDMEX 		Mexico 	mx		ISI	Island Air 
3331	INTERSKY 		Austria 	at	3L	ISK	Intersky 
3551	ISLANDIA 		Iceland 	is		ISL	Landsflug 
3307	TRI-BIRD 		Philippines 	ph		ISN	Interisland Airlines 
3367	ISRAIR 		Israel 	il	6H	ISR	Israir 
3817	MERIDIANA 		Italy 	it	IG	ISS	Meridiana 
3368	ISTANBUL 		Turkey 	tr		IST	Istanbul Airlines 
3287			Cape Verde 	cv	H4	IIN	Inter Island Airways 
3337	IRANAIR 		Iran 	ir	IR	IRA	Iran Air 
3339			Iran 	ir		IRB	Iranair Tours 
3338	ASEMAN 		Iran 	ir	EP	IRC	Iran Aseman Airlines 
1044	ARVAND 		Iran 	ir		IRD	Arvand Airlines 
4320	PARIZAIR 		Iran 	ir		IRE	Pariz Air 
5678	TA-AIR 		Iran 	ir		IRF	TA-Air Airline 
3340	NAFT 		Iran 	ir		IRG	Iranian Naft Airlines 
1045	ATLAS AVIA 		Iran 	ir		IRH	Atlas Aviation Group 
3999	NAVID 		Iran 	ir		IRI	Navid 
1760	BONYAD AIR 		Iran 	ir		IRJ	Bonyad Airlines 
3452	KISHAIR 		Iran 	ir	Y9	IRK	Kish Air 
3723	MAHAN AIR 		Iran 	ir	W5	IRM	Mahan Air 
4330	PAYAMAIR 		Iran 	ir		IRP	Payam Air 
3374	IVOIRE JET 		Ivory Coast 	ci		IJE	Ivoire Jet Express 
3253	ILAVIA 		Russia 	ru		ILV	Il-Avia 
659	STORK 		Russia 	ru		ISM	Auo Airclub AIST-M 
3363			Honduras 	hn	WC	ISV	Islena De Inversiones 
3361	PINTADERA 		Spain 	es	IF	ISW	Islas Airways 
2502	GEMSTONE 		United Kingdom 	gb		JEM	Emerald Airways 
3212			Belgium 	be		ITC	International Air Carrier Association 
1049	AIR AVITA 		Angola 	ao		ITF	Avita-Servicos Aéreos 
3328	INTRANS NIGERIA 		Nigeria 	ng		ITH	International Trans-Air 
1008	AIRSWIFT 		Philippines 	ph		ITI	AirSwift 
3311	INTERLINK 		South Africa 	za	ID	ITK	Interlink Airlines 
3274	TITANLUX 		Spain 	es		ITN	Industrias Titan 
1050	AERO CITRO 		Mexico 	mx		ITO	Aero Citro 
3422	KEENAIR 		United Kingdom 	gb		JFK	Keenair Charter - 
2798	YEOMAN 		United Kingdom 	gb		JFY	Foster Yeoman 
3333	INTERLOS 		Mexico 	mx		ITU	Intervuelos 
3285	INTER WINGS 		Bulgaria 	bg		ITW	Inter Air 
3259	IMPROTEX 		Azerbaijan 	az		ITX	Imair Airlines 
3247	ICARUS 		Italy 	it		IUS	Icarus 
3278	INNOTECH 		Canada 	ca		IVA	Innotech Aviation 
1051	COMPANY EXEC 		Spain 	es		IVE	Air Executive 
5145	SARK 		United Kingdom 	gb		JIM	Sark International Airways 
1761	RERUN 		Kazakhstan 	kz		IVR	Burundaiavia 
3299	INTERAVIA 		Ukraine 	ua		IVT	Interaviatrans 
3238	IBERWORLD 		Spain 	es	TY	IWD	Iberworld 
3308	ISLANDWAYS 		Turks and Caicos Islands 			IWY	Interisland Airways Limited 
3376	X-BIRD 		France 	fr		IXR	Ixair 
3119	JOCKEY 		United Kingdom 	gb		JKY	Helicopter & Aviation Services 
6068	YEMENI 		Yemen 	ye	IY	IYE	Yemenia 
3377	IZMIR 		Turkey 	tr	H9	IZM	Izair 
1053	AIR BAGAN 		Myanmar 	mm	W9	JAB	Air Bagan 
1054	AEROJAL 		Mexico 	mx		JAD	Aerojal 
5143	SUNTRACK 		Kenya 	ke		JAM	Sunline Express 
1055	AIRLINK 		Austria 	at		JAR	Airlink 
3126	HELIJET 		Canada 	ca	JB	JBA	Helijet 
5680	TRADING CARGO 		Mauritania 	mr		JCH	Trading Air Cargo 
4288	PALMER 		United Kingdom 	gb		JSP	Palmer Aviation 
4674	ROTTERDAM JETCENTER 		Netherlands 	nl		JCR	Rotterdam Jet Center 
2606	JESTER 		United Kingdom 	gb		JTR	Executive Aviation Services 
1056	AMBJEK AIR 		Nigeria 	ng		JEE	Ambjek Air Services 
5682	JETEL 		Canada 	ca		JEL	Tal Air Charters 
6004	GHIBLI 		Italy 	it	IV	JET	Wind Jet 
3544			Spain 	es	N6	JEV	Lagun Air 
4613	GEODATA 		Spain 	es		JJM	Regional Geodata Air 
3706	SALLINE 		Romania 	ro		JLA	MIA Airlines 
2227	CESA 		Mexico 	mx		JLH	Centro de Servicio Aeronautico 
2567	JET LINE 		Malta 	mt		JLN	Eurojet Limited 
1795	JUMP RUN 		Germany 	de		JMP	Businesswings 
1058	ALEXANDAIR 		Canada 	ca		JMR	Alexandair 
1059	JAMAICA EXPRESS 		Jamaica 	jm		JMX	Air Jamaica Express 
3673	JIN AIR 		South Korea 	kr	LJ	JNA	Jin Air 
1060			Australia 	au		JOA	Air Swift Aviation 
1061	JOBENI 		Mexico 	mx		JOB	Aerojobeni 
1062	EDIL 		Kazakhstan 	kz	IP	JOL	Atyrau Air Ways 
2261			Guatemala 	gt	L3	JOS	DHL de Guatemala 
2701			Japan 	jp		JRF	First Air Transport 
3984	JETEX 		Australia 	au		JTE	National Jet Express 
2056			Lebanon 	lb		JTI	Cirrus Middle East 
2622	SKYMAN 		Ireland 	ie		JTM	Exxavia Limited 
1064	AVIONESJETS 		Mexico 	mx		JTS	Arrendamiento de Aviones Jets 
6088	ZHETYSU 		Kazakhstan 	kz		JTU	Zhetysu 
1065	JUAREZ 		Mexico 	mx		JUA	Aero Juarez 
22			Kenya 	ke	3J	JUB	Jubba Airways 
1066	JAZZ 		Canada 	ca	QK	JZA	Air Canada Jazz 
3484	KUWAITI 		Kuwait 	kw	KU	KAC	Kuwait Airways 
1068	AIR KIROVOGRAD 		Ukraine 	ua		KAD	Air Kirovograd 
3409	KARTIKA 		Indonesia 	id		KAE	Kartika Airlines 
3429	DEKAIR 		Canada 	ca		KAH	Kent Aviation 
3408	KARTHAGO 		Tunisia 	tn		KAJ	Karthago Airlines 
3468	KOREANAIR 		South Korea 	kr	KE	KAL	Korean Air 
1069	ICO-AIR 		Italy 	it		KAM	Air Mach 
3208	IKAR 		Russian Federation 	ru	IK	KAR	Ikar 
3448	KINGSTON AIR 		Canada 	ca		KAS	Kingston Air Services 
3412	KATO-AIR 		Norway 	no		KAT	Kato Airline 
1070	AIRKUFRA 		Libya 	ly		KAV	Air Kufra 
3416	KAZWEST 		Kazakhstan 	kz		KAW	Kaz Air West 
3428	BOREK AIR 		Canada 	ca		KBA	Kenn Borek Air 
4747	KABIN 		Thailand 	th		KBN	Spiracha Aviation 
1048	AEROTAXI 		Czech Republic 	cz		ITE	Aerotaxi S.R.O. 
6087	ZAGROS 		Iran 	ir		IZG	Zagros Airlines 
3372	IVOIRE AERO 		Ivory Coast 	ci		IVS	Ivoire Aero Services 
3373	IVOIRAIRWAYS 		Ivory Coast 	ci		IVW	Ivoire Airways 
1067	AASCO 		Republic of Korea 	kr		KAA	Asia Aero Survey and Consulting Engineers 
1052			Russia 	ru		IWS	Aviainvest 
3378	IZHAVIA 		Russia 	ru		IZA	Izhavia 
3417	KAZAVAIA 		Russia 	ru		KAO	Kazan Aviation Production Association 
3483	SWECOAST 		Sweden 	se		KBV	Kustbevakningen 
5681	TRANS-KIEV 		Ukraine 	ua		KCA	Trans-Kiev 
3347	KACEY 		Canada 	ca		KCE	Irving Oil 
3381	CAM AIR 		Cambodia 	kh	3Q	KCH	KC International Airlines 
3394	KAHAMA 		Tanzania 	tz		KMC	Kahama Mining Corporation 
3385	KAY DEE 		Canada 	ca		KDC	K D Air Corporation 
4693	DARLINES 		Uganda 	ug		KDR	Royal Daisy Airlines 
3406	KARIBU AIR 		Tanzania 	tz		KRB	Karibu Airways Company 
3435	KEYSTONE 		Canada 	ca	BZ	KEE	Keystone Air Service 
1071	ARKHABAY 		Kazakhstan 	kz		KEK	Arkhabay 
2226	CEMAIR 		South Africa 	za	5Z	KEM	CemAir 
4331	GOLDCREST 		United Kingdom 	gb		KGC	Peach Air 
3399	KALLAT EL SKER 		Libya 	ly		KES	Kallat El Saker Air Company 
3494	BLIZZARD 		Canada 	ca	FK	KEW	Keewatin Air 
4548	KINLOSS 		United Kingdom 	gb		KIN	RAF Kinloss 
3425	FLIGHTCRAFT 		Canada 	ca	KW	KFA	Kelowna Flightcraft Air Charter 
3474	KREMENCHUK 		Ukraine 	ua		KFC	Kremenchuk Flight College 
5361	SKYFIRST 		Malta 	mt		KFE	SkyFirst LTD 
1072	KRIFKA AIR 		Austria 	at		KFK	Aero Charter Krifka 
3446	KINGFISHER 		India 	in	IT	KFR	Kingfisher Airlines 
2306	KEMBLEJET 		United Kingdom 	gb		KMB	Delta Engineering Aviation 
1073	AIR KRAFT MIR 		Uzbekistan 	uz		KFT	Air Kraft Mir 
3491	KYRGYZ 		Kyrgyzstan 	kg	R8	KGA	Kyrgyzstan Airlines 
3493	KEMIN 		Kyrgyzstan 	kg		KGB	Kyrgz General Aviation 
1074	CONCORDE AIR 		Bulgaria 	bg		KGD	Air Concorde 
3459	KNIGHT-LINER 		Nigeria 	ng		KGT	Knights Airlines 
3488	BERMET 		Kyrgyzstan 	kg	N5	KGZ	Kyrgyz Airlines 
3403	KANFEY HAEMEK 		Israel 	il		KHE	Kanfey Ha'emek Aviation 
1075			Egypt 	eg		KHH	Alexandria Airlines 
3383	SUNRAY 		Ukraine 	ua	KW	KHK	Kharkiv Airlines 
3441	AIRCOMPANY KHORS 		Ukraine 	ua		KHO	Khors Aircompany 
3438	KHAZAR 		Turkmenistan 	tm		KHR	Khazar 
1874	ANGKOR AIR 		Cambodia 	kh	K6	KHV	Cambodia Angkor Air 
3444	KING 		United Kingdom 	gb		KNG	King Aviation 
3442	KHYBER 		Afghanistan 	af		KHY	Khyber Afghan Airlines 
5754	KITTYHAWK 		United Kingdom 	gb		KRF	United Kingdom Royal VIP Flights 
4774	SKY PRIMAIR 		Moldova 	md		KPM	Sky Prim Air 
3449	KINNARPS 		Sweden 	se		KIP	Kinnarps 
2150	CONTACTAIR 		Germany 	de		KIS	Contactair 
4704	KIWI 		New Zealand 	nz		KIW	Royal New Zealand Air Force 
3402			Israel 	il		KIZ	Kanaf-Arkia Airlines 
3419	KAKAIR 		Kazakhstan 	kz		KKA	Kazavia 
1078	ATLASJET 		Turkey 	tr	KK	KKK	Atlasjet 
5147	KOKSHE 		Kazakhstan 	kz		KKS	Salem 
1079	TRANS MALI 		Mali 	ml		KLB	Air Mali International 
3390	CITY 		Netherlands 	nl	WA	KLC	KLM Cityhopper 
556	AIR KLAIPEDA 		Lithuania 	lt		KLD	Air Klaip?da 
3391	KLM HELI 		Netherlands 	nl		KLH	KLM Helicopter 
3392	KLM 		Netherlands 	nl	KL	KLM	KLM 
2740	KLONDIKE 		Canada 	ca		KLO	Flight-Ops International 
3388	KALSTAR 		Indonesia 	id	KD	KLS	Kalstar Aviation 
3423	KELIX 		Nigeria 	ng		KLX	Kelix Air 
1080	AEROKALUZ 		Mexico 	mx		KLZ	Aerokaluz 
1828	GIANT IBIS 		Cambodia 	kh	KR	KME	Cambodia Airways 
3400	KAMGAR 		Afghanistan 	af	RQ	KMF	Kam Air 
3469	KOSMAS CARGO 		Serbia 	rs		KMG	Kosmas Air 
3387	KAY-MILE AIR 		Thailand 	th		KMI	K-Mile Air 
3401	KAMPUCHEA 		Cambodia 	kh	E2	KMP	Kampuchea Airlines 
3457	KNIGHTAIR 		Canada 	ca		KNA	Knight Air 
3447	KNIGHT FLIGHT 		Canada 	ca		KNX	Knighthawk Air Express 
3460	KOANDA 		Spain 	es		KOA	Koanda Avacion 
3467	AUTOFLEX 		Hungary 	hu		KOB	Koob-Corp - 96 KFT 
3463	COMJET 		Netherlands 	nl		KOM	Kom Activity 
5148	COPTERS 		Chile 	cl		KOP	Servicios Aéreos Copters 
3471	KOSOVA 		Serbia 	rs		KOS	Kosova Airlines 
4210	ORLAN 		Kazakhstan 	kz		KOV	Orlan-2000 
1082	ALEKS 		Kazakhstan 	kz		KOY	Araiavia 
3481	KUNPENG 		China 	cn	VD	KPA	Kunpeng Airlines 
3430	KENYA 		Kenya 	ke	KQ	KQA	Kenya Airways 
5683	REGATA 		Kazakhstan 	kz		KRA	Transcontinental Airlines 
4025	KIWI RESCUE 		New Zealand 	nz		KRC	Royal New Zealand Air Force 
1083	AEROSUCRE 		Colombia 	co		KRE	AeroSucre 
1081	AIR KORYO 		Democratic People's Republic of Korea 	kp	JS	KOR	Air Koryo 
3450	KINSHASA AIRWAYS 		Democratic Republic of the Congo 	cd		KNS	Kinshasa Airways 
3439	PHOTROS AIR 		Iran 	ir		KHP	Khoezestan Photros Air Lines 
3462	KOGALYM 		Russia 	ru	7K	KGL	Kogalymavia Air Company 
2270	DALAVIA 		Russia 	ru	H8	KHB	Dalavia 
3480	AIR KUBAN 		Russia 	ru	GW	KIL	Kuban Airlines 
3464	KOMI AVIA 		Russia 	ru		KMA	Komiaviatrans State Air Enterprise 
3465	KOMIINTER 		Russia 	ru	8J	KMV	Komiinteravia 
3389	KALININGRAD AIR 		Russia 	ru	KD	KNI	KD Avia 
3466	KNAAPO 		Russia 	ru		KNM	Komsomolsk-on-Amur Air Enterprise 
3418	KAMA 		Russia 	ru		KPH	Kazan Helicopters 
3475	AVIAMONTAG 		Ukraine 	ua		KRG	Krimaviamontag 
2197	TRANS UNIVERSAL 		Ukraine 	ua		KRM	Crimea Universal Avia 
3415	ANTOL 		Kazakhstan 	kz		KRN	Kaz Agros Avia 
3476	KROONK 		Ukraine 	ua		KRO	Kroonk Air Agency 
1939	CARPATAIR 		Romania 	ro	V3	KRP	Carpatair 
4530			Japan 	jp		KRS	Rosen Aviation 
1084	KOKTA 		Kazakhstan 	kz		KRT	Air Kokshetau 
3440	KHORIV-AVIA 		Ukraine 	ua		KRV	Khoriv-Avia 
3386	SKY CAMEL 		Latvia 	lv		KSA	K S Avia 
1085	KISSARI 		Angola 	ao		KSI	Air Kissari 
5149	SAEP 		Colombia 	co		KSP	Servicios Aéreos Expecializados En Transportes Petroleros 
5755	SPARROWHAWK 		United Kingdom 	gb		KRH	United Kingdom Royal VIP Flight 
4254	KING STAR 		Germany 	de		KST	PTL Luftfahrtunternehmen 
1763	BEE MED 		United Kingdom 	gb	KJ	LAJ	British Mediterranean Airways 
5684	TRANSBALTIKA 		Lithuania 	lt		KTB	Transaviabaltika 
3489	DINARA 		Kyrgyzstan 	kg		KTC	Kyrgyz Trans Avia 
4243	KNOTTSBERRY 		South Africa 	za		KTL	P & P Floss Pick Manufacturers 
1086	AERONAVIGACIYA 		Ukraine 	ua		KTN	Aeronavigaciya 
3047	COPTER TRANS 		Sweden 	se		KTR	HT Helikoptertransport 
3410	KATAVIA 		Sudan 	sd		KTV	Kata Transportation 
3977	KUSWAG 		South Africa 	za		KUS	National Airlines 
4167	PONTA 		Kazakhstan 	kz		KVK	Olimp Air 
1087	KAVAIR 		Kazakhstan 	kz		KVR	Alliance Avia 
3431	KEVIS 		Kazakhstan 	kz		KVS	Kevis 
6089			Ukraine 	ua		KVZ	Z-Aero Airlines 
5860	VOZAIR 		Kazakhstan 	kz		KWA	Vozdushnaya Academy 
3487	KWENA 		South Africa 	za		KWN	Kwena Air 
4550	LEUCHARS 		United Kingdom 	gb		LCS	RAF Leuchars 
3633	LONDON CITY 		United Kingdom 	gb		LCY	London City Airport Jet Centre 
4786	SKYAD 		South Africa 	za		KYD	Sky Messaging 
3478	CRIMEA AIR 		Ukraine 	ua		KYM	Krym 
5150	SKY AERONAUTICAL 		Mexico 	mx		KYR	Sky Aeronautical Services 
2218	AIRKIBRIS 		Turkey 	tr	YK	KYV	Cyprus Turkish Airlines 
2554	KAZEUR 		Kazakhstan 	kz		KZE	Euro-Asia Air International 
6090			Kazakhstan 	kz		KZH	Zhez Air 
4372	CARZAM 		Zambia 	zm		KZM	Phoebus Apolloa Zambia 
3420	SPAKAZ 		Kazakhstan 	kz	KC	KZR	Air Astana 
3421	ASTANALINE 		Kazakhstan 	kz		KZS	Kazaviaspas 
3485	KUZU CARGO 		Turkey 	tr	GO	KZU	Kuzu Airlines Cargo 
3436	KHALIFA AIR 		Algeria 	dz	K6	KZW	Khalifa Airways 
3585	LIBAIR 		Libya 	ly	LN	LAA	Libyan Arab Airlines 
3563	LATVIAN AIRFORCE 		Latvia 	lv		LAF	Latvian Air Force 
1090	AVILEG 		Gambia 	gm		LAG	Aviation Legacy 
3543	LAB AIR 		Canada 	ca		LAL	Labrador Airways 
3615	MOZAMBIQUE 		Mozambique 	mz	TM	LAM	Linhas Aéreas de Moçambique 
3519	LAN CHILE 		Chile 	cl	LA	LAN	LATAM Chile 
3558	LAO 		Lao People's Democratic Republic 	la	QV	LAO	Lao Airlines 
5686	PARAGUAYA 		Paraguay 	py	PZ	LAP	TAM Mercosur 
3572	LAT 		Lebanon 	lb	LQ	LAQ	Lebanese Air Transport 
3573	LEBANESE AIR 		Lebanon 	lb		LAT	Lebanese Air Transport (charter) 
3671	SURAMERICANO 		Colombia 	co		LAU	Líneas Aéreas Suramericanas 
259	ALBASTAR 		Spain 	es	AP	LAV	AlbaStar 
3616			Australia 	au		LAW	Link Airways of Australia 
3505			Spain 	es		LAX	Laminar Air 
3570	LAYANG 		Malaysia 	my		LAY	Layang-Layang Aerospace 
1092	ALBANIAN 		Albania 	al	LV	LBC	Albanian Airlines 
1093	ALBISA 		Mexico 	mx		LBI	Albisa 
2479	MOTION 		Germany 	de		LBR	Elbe Air Transport 
4127	NOUVELAIR 		Tunisia 	tn	BJ	LBT	Nouvel Air Tunisie 
1094	ALBANWAYS 		Albania 	al		LBW	Albatros Airways 
1764	ALBAN-BELLE 		Albania 	al		LBY	Belle Air 
73			Indonesia 	id		LBZ	Angkasa Super Service 
3531	BUSRE 		Peru 	pe		LCB	LC Busre 
3606	LINEAS COMERCIALES 		Mexico 	mx		LCM	Líneas Aéreas Comerciales 
3521	LAN CARGO 		Chile 	cl	UC	LCO	LATAM Cargo Chile 
3586	LIBAC 		Libya 	ly		LCR	Libyan Arab Air Cargo 
2124	STELLAIR 		Spain 	es		LCT	Compañía De Actividades Y Servicios De Aviación 
3564	LAUDA AIR 		Austria 	at	NG	LDA	Lauda Air 
3517	LADE 		Argentina 	ar		LDE	LADE - Líneas Aéreas Del Estado 
1095	DURANGO 		Mexico 	mx		LDG	Aerolíneas Aéreas Ejecutivas De Durango 
3566	LAUDA ITALY 		Italy 	it		LDI	Lauda Air Italy 
4174	LAUDA MOTION 		Austria 	at	OE	LDM	Laudamotion 
3605	CANEDO 		Bolivia 	bo		LCN	Líneas Aéreas Canedo LAC 
3589	CONGOLAISE 		Democratic Republic of the Congo 	cd		LCG	Lignes Aeriennes Congolaises 
3477	Krylo 		Russia 	ru	K9	KRI	Krylo Airlines 
3470	KOSMOS 		Russia 	ru		KSM	Kosmos 
3451	VYATKA-AVIA 		Russia 	ru		KTA	Kirov Air Enterprise 
3411	KATEKAVIA 		Russia 	ru		KTK	Katekavia 
5685	KOTAIR 		Russia 	ru		KTS	Transair-Gyraintiee 
3482			Russia 	ru		KZA	Kurzemes Avio 
1526			Russia 	ru		LDL	Aerologic 
1097	ALDONAS AIR 		Nigeria 	ng		LDN	Al-Donas Airlines 
1098	AEROLIDER 		Mexico 	mx		LDR	Aero Lider 
5767	LEADAIR 		France 	fr		LEA	Unijet 
3575	LEBAP 		Turkmenistan 	tm		LEB	Lebap 
3613	LECA 		Central African Republic 	cf		LEC	Linex 
1765	SWEEPER 		Norway 	no		LED	Blom Geomatics 
4549	JAVELIN 		United Kingdom 	gb		LEE	RAF Leeming 
2652	LEIPZIG FAIR 		Germany 	de		LEJ	FSH Luftfahrtunternehmen 
3582	LEONAVIA 		Spain 	es		LEL	Leonsa De Aviación 
1099			Egypt 	eg		LEM	Aleem 
3636	MUSTANG 		United Kingdom 	gb		LHC	London Helicopter Centres 
2987	LANDMARK 		United Kingdom 	gb		LMK	Grantex Aviation 
1100	MEXEJECUTIV 		Mexico 	mx		LET	Aerolíneas Ejecutivas 
3619	LIONSAIR 		Switzerland 	ch		LEU	Lions-Air 
3632	LOMAS 		United Kingdom 	gb		LMS	Lomas Helicopters 
1101			Turkey 	tr		LFA	Air Alfa 
3659	LUX EXPRESS 		Luxembourg 	lu		LFE	Luxflight Executive 
3979	AEROMED 		South Africa 	za		LFI	National Airways Corporation 
2599	LIFE FLIGHT 		Zimbabwe 	zw		LFL	Executive Air 
2319	LUFO 		Germany 	de		LFO	Deutsches Zentrum fur Luft-und Raumfahrt EV 
631	ALFA-SPACE 		Australia 	au		LFP	Alfa Aerospace 
3500	LOGAIR 		Malaysia 	my		LGA	Logistic Air 
3501	LEGACY AIR 		Thailand 	th		LGC	Legacy Air 
3634	LONEX 		United Kingdom 	gb		LNX	London Executive Aviation 
3656	LUXAIR 		Luxembourg 	lu	LG	LGL	Luxair 
1103	AEROLAGUNA 		Mexico 	mx		LGN	Aerolaguna 
5151	LAGUNA 		Mexico 	mx		LGU	Servicios Aéreos Ejecutivos De La Laguna 
2922	WALTER 		Germany 	de	HE	LGW	German Airways 
3498	FAMILY 		Germany 	de		LHB	Liebherr Geschaeftreiseflugzeug 
1104	AL AHRAM 		Egypt 	eg		LHR	Al Ahram Aviation 
3654	ENTERPRISE LUHANSK 		Ukraine 	ua		LHS	Luhansk 
3651	LUFTHANSA TECHNIK 		Germany 	de		LHT	Lufthansa Technik 
3577	LIAT 		Antigua and Barbuda 	ag	LI	LIA	Leeward Islands Air Transport 
4399	LIBELLE 		Germany 	de		LIB	Polizeihubschrauberstaffel Hamburg 
1105	ALIDA 		Italy 	it	D4	LID	Alidaunia 
1106	AL-DAWOOD AIR 		Nigeria 	ng		LIE	Al-Dawood Air 
3600	LASER 		Venezuela 	ve	QL	LER	Línea Aérea de Servicio Ejecutivo Regional 
3611	LINEAS JOSE 		Mexico 	mx		LIJ	Líneas Aéreas San Jose 
3587			Sweden 	se		LIQ	Lid Air 
3872	LISLINE 		Belarus 	by		LIR	Minsk Aircraft Overhaul Plant 
2442	LARISA 		Kazakhstan 	kz		LIS	Eastern Express 
184	AIR JAMAHIRIYA 		Libya 	ly		LJA	Air Jamahiriya Company 
3499			Venezuela 	ve		LLD	Lloyd Aviation 
3559	NAKLAO 		Lao People's Democratic Republic 	la		LKA	Lao Capricorn Air 
3590	LATCHAD 		Chad 	td		LKD	Lignes Aeriennes Du Tchad 
3644	LUCKY AIR 		China 	cn		LKE	Lucky Air 
3639	LONGTAIL 		Bermuda 	gb		LGT	Longtail Aviation 
3553	Lankair 		Sri Lanka 	lk	IK	LKN	Lankair 
1108	AIRLIN 		Spain 	es		LKS	Airlink Solutions 
5689	TOPINTER 		Indonesia 	id		LKW	Top Sky International 
5152	LEO LOPOZ 		Mexico 	mx		LLA	Servico Leo Lopex 
3557	LAVIE 		Lao People's Democratic Republic 	la		LLL	Lao Skyway 
4189	APOLLO 		Canada 	ca		LLO	Operation Enduring Freedom 
1110	ALLIED 		India 	in	9I	LLR	Alliance Air
5153	SERVIESTRELLA 		Mexico 	mx		LLS	Servicios Aéreos Estrella 
1111	AEROLIMA 		Mexico 	mx		LMA	Aerolima 
3597	LINEAS DECARGA 		Mexico 	mx		LMC	Línea Aérea Mexicana de Carga 
3591	LIMAIR EXPRESS 		Mauritania 	mr		LME	Lignes Mauritaniennes Air Express 
5154	SOUTH AFRICAN 		South Africa 	za		LMG	South African Air Force 
3774	MASTERJET 		Portugal 	pt		LMJ	Masterjet 
1112	ALAMIA AIR 		Libya 	ly		LML	Alamia Air 
3610	LINEAS MONARCA 		Mexico 	mx		LMN	Líneas Aéreas Monarca 
1113	AIR FLIGHT 		Argentina 	ar		LMP	Air Plus Argentina 
3549	LAMAIR 		Sudan 	sd		LMR	Lamra 
1114	ALMATY 		Kazakhstan 	kz		LMT	Almaty Aviation 
1533	ALMASRIA 		Egypt 	eg	UJ	LMU	Al Masria Universal Airlines 
1115	LINEAS MEXICANAS 		Mexico 	mx		LMX	Aerolíneas Mexicanas J S 
1116	AGLEB 		Kazakhstan 	kz		LMY	Air Almaty 
1117	ALUNK 		Kazakhstan 	kz		LMZ	Air Almaty ZK 
3624	ELNAIR 		Spain 	es		LNA	Lnair Air Services 
3524	LANCANA 		Dominican Republic 	do		LNC	LAN Dominicana 
1118	AEROLANE 		Ecuador 	ec	XL	LNE	Aerolane 
3618	LION INTER 		Indonesia 	id	JT	LNI	Lion Air 
1119	LINK 		South Africa 	za		LNK	Airlink 
3598	SAPSA 		Chile 	cl	L7	LNP	Línea Aérea SAPSA 
1120	LINEAINT 		Mexico 	mx		LNT	Aerolíneas Internacionales 
3738	LOGIC 		Sweden 	se		LOD	Malmoe Air Taxi 
3623	LLOYDAEREO 		Bolivia 	bo	LB	LLB	Lloyd Aéreo Boliviano 
1521	AEROLIMOUSINE 		Russia 	ru		LIN	Aerolimousine 
6058	YAMAL 		Russia 	ru	YL	LLM	Yamal Airlines 
632	LANFREIGHT 		São Tomé and Príncipe 	st		LFR	Atlantic Airfreight Aviation 
