operator_id	operator_callsign	operator_comment	operator_country	operator_country_iso2letter	operator_iata	operator_icao	operator_name
2887			United States 	us	1G		Galileo International 
3177	Hooters Air 		United States 	us	H1		Hooters Air 
3232			United States 	us	1U		ITA Software 
4003			United States 	us	1N		Navitaire 
4158	HARPOON 		United States 	us	O2		Linear Air 
4569			United States 	us	1D		Radixx 
5042	AIR SEATTLE 		United States 	us			Spurling Aviation 
5168			United States 	us	1S		Sabre 
326	ANDAX 		United States 	us		ADX	Anderson Aviation 
317	AERODYNE 		United States 	us		ADY	Aerodyne 
337	ACE AIR 		United States 	us	KO	AER	Alaska Central Express 
348	AVCO 		United States 	us		AEX	Airway Express 
349	AERIAL TRANZ 		United States 	us		AEZ	Aerial Transit 
4310	AIRFED 		United States 	us		AFD	Panorama Flight Service 
152	AIR GUAM 		United States 	us		AGM	Air Guam 
5759	AGRICULTURE 		United States 	us		AGR	United States Department Of Agriculture 
385	FLIGHT GROUP 		United States 	us		AGY	Aero Flight Service 
391	ASPEN 		United States 	us		AHF	Aspen Helicopters 
5820	AIR CHIEF 		United States 	us		AIO	United States Air Force 
405	ALPINE AIR 		United States 	us	5A	AIP	Alpine Air Express 
1593	BAR HARBOR 		United States 	us		AJC	Bar Harbor Airlines 
422	AMERISTAR 		United States 	us		AJI	Ameristar Jet Charter 
37	ATLANTIC JET 		United States 	us		AJJ	A2 Jet Leasing 
427	AMERIJET 		United States 	us	M6	AJT	Amerijet International 
2952			United States 	us		XGS	Global System 
408	PAKBLUE 		Pakistan 	pk	ED	ABQ	Airblue 
166			Italy 	it		AOE	Air One Executive 
1642	BLUEBIRD SUDAN 		Sudan 	sd		BLB	Blue Bird Aviation 
1801			Moldova 	md		CNW	Continental Airways 
2452			Algeria 	dz		DEI	Ecoair 
2661	FALCAIR 		Slovenia 	si		FAR	Falcon Air 
3207			Bahamas 	bs		IWL	Island Wings 
1076	TWEETY 		Germany 	de		KIE	Afit 
4298			France 	fr		PEA	Pan Europeenne Air Service 
4250	PLUNA 		Uruguay 	uy	PU	PUA	PLUNA 
750	PUELCHE 		Chile 	cl		PUE	Aeropuelche 
3965			Saudi Arabia 	sa			Nas Air 
6038			Austria 	at		XJE	X-Jet 
5169			United States 	us	1I		Sierra Nevada Airlines 
5174			United States 	us	1K		Sutra 
5257			United States 	us	8D		Servant Air 
5964			United States 	us			West Coast Airlines 
6025			United States 	us	1P		Worldspan 
5679	TARAIR 		Iran 	ir		IRR	Tara Air Line 
1988	CHABAHAR 		Iran 	ir		IRU	Chabahar Airlines 
5141	SAFAT AIR 		Iran 	ir		IRV	Safat Airlines 
1046	ARAM 		Iran 	ir		IRW	Aram Airline 
1047	ARIA 		Iran 	ir		IRX	Aria Tour 
2533	ERAM AIR 		Iran 	ir		IRY	Eram Air 
5142	SAHA 		Iran 	ir		IRZ	Saha Airlines Services 
1030			Norway 	no		HQO	Avinor 
4717			Russia 	ru		KLE	Rusaero 
339	ALOHA 		United States 	us	KH	AAH	Aloha Air Cargo 
130	BOREALIS 		United States 	us		AAI	Air Aurora 
340	ALASKA ISLAND 		United States 	us		AAK	Alaska Island Air 
341	AMERICAN 		United States 	us	AA	AAL	American Airlines 
107	ATLANTIS AIR 		United States 	us		AAO	Atlantis Airlines (USA) 
113	ASTRO-PHIL 		United States 	us		AAV	Astro Air International 
283	ALLEGIANT 		United States 	us	G4	AAY	Allegiant Air 
2627			United States 	us		ABU	Eagle Aviation Services 
298	ABEX 		United States 	us	GB	ABX	ABX Air 
301	ACADEMY 		United States 	us		ACD	Academy Airlines 
3959	ACK AIR 		United States 	us	DV	ACK	Nantucket Airlines 
2837	AMERICAN CHECK 		United States 	us		ACT	Flight Line 
407	BAIR 		Czech Republic 	cz		ABP	ABS Jets 
286	AFRICAN BUSINESS 		Democratic Republic of the Congo 	cd		ABB	African Business and Transportations 
287	ABAN 		Iran 	ir		ABE	Aban Air 
106			Moldova 	md		AAM	Aim Air 
1452	AIR BUSAN 		Republic of Korea 	kr	BX	ABL	Air Busan 
110	ASIANA 		Republic of Korea 	kr	OZ	AAR	Asiana Airlines 
289	ABAKAN-AVIA 		Russia 	ru		ABG	Abakan-Avia 
602	AIRBRIDGE CARGO 		Russia 	ru	RU	ABW	AirBridge Cargo 
344	ARMYAIR 		United Kingdom 	gb		AAC	Army Air Corps 
3933	Ambassador 		United Kingdom 	gb		AAD	Mann Air Ltd 
121	ATLANTIC 		United Kingdom 	gb	KI	AAG	Air Atlantique 
1454	AMBITION 		United Kingdom 	gb		ABT	Ambeo 
145	AIR PARTNER 		United Kingdom 	gb		ACG	Air Partner 
132			United Kingdom 	gb		ACV	Air Charter Service 
4680	AIR CADET 		United Kingdom 	gb		ACW	Royal Air Force 
96	ABG 		Belgium 	be	W9	AAB	Abelag Aviation 
105	AIGLE AZUR 		France 	fr	ZI	AAF	Aigle Azur 
1438	ALFA SUDAN 		Sudan 	sd		AAJ	Alfa Airlines 
1429	AMSTEL 		Netherlands 	nl	WD	AAN	Amsterdam Airlines 
1441	ARABASCO 		Saudi Arabia 	sa		AAP	Arabasco Air Services 
2162	COPTERLINE 		Finland 	fi		AAQ	Copterline 
111	AL-ASS 		Pakistan 	pk	4K	AAS	Askari Aviation 
1430			Kyrgyzstan 	kg		AAT	Air Central Asia 
112	AUSTASIA 		Australia 	au		AAU	Australia Asia Airlines 
114	AFRIQIYAH 		Libya 	ly	8U	AAW	Afriqiyah Airways 
1488	ADVANCE AVIATION 		Thailand 	th		AAX	Advance Aviation 
1451			Kyrgyzstan 	kg	KJ	AAZ	Asian Air 
1508	AEROBETA 		Germany 	de		ABA	Aero-Beta 
231	ATLANTA 		Iceland 	is	CC	ABD	Air Atlanta Icelandic 
288	SKYWINGS 		Finland 	fi		ABF	Aerial Oy 
3164			Japan 	jp		ABH	Hokuriki-Koukuu Company 
1431	Anair 		Antigua and Barbuda 	ag		ABI	Antigua and Barbuda Airways 
291			Brazil 	br		ABJ	Abaeté Linhas Aéreas 
103	ALBATROS ESPANA 		Spain 	es		ABM	Aero Albatros 
183			Senegal 	sn		ABN	Air Fret Senegal 
293	AEROEXPRESO 		Colombia 	co		ABO	APSA Colombia 
217	CONTRACT 		Ireland 	ie		ABR	ASL Airlines Ireland 
5593	ATHABASKA 		Canada 	ca	9T	ABS	Transwest Air 
296	ANTRAK 		Ghana 	gh	O4	ABV	Antrak Air 
257	ARABIA 		United Arab Emirates 	ae	G9	ABY	Air Arabia 
85	ISLAND LIFEFLIGHT 		Bahamas 	bs		ABZ	Air Ambulance Services 
258	AIR CANADA 		Canada 	ca	AC	ACA	Air Canada 
1432	AFRICARGO 		Kenya 	ke		ACB	African Cargo Services 
47			Jamaica 	jm		ACC	Airspeed Charter 
1456			Ghana 	gh		ACE	Air Charter Express 
1982	FORCAN 		Spain 	es		ACF	Centro de Formación Aeronáutica de Canarias 
1433	AIR PLUS 		Liberia 	lr		ACH	Air Cargo Plus 
146	AIRCALIN 		France 	fr	SB	ACI	Air Caledonie International 
1434	AVICHARTER 		Kenya 	ke		ACJ	Avicon 
3369	SPADA 		Italy 	it	FS	ACL	Itali Airlines 
151	WEST CAL 		Canada 	ca		ACM	Air Caledonia 
1968	AEROCENTRO 		Nicaragua 	ni		ACN	Central American Airlines 
302	ASTRAL CARGO 		Kenya 	ke	8V	ACP	Astral Aviation 
1457			India 	in	YE	ACQ	Aryan Cargo Express 
295	AEROCENTER 		Spain 	es		ACR	Aerocenter
1458	AIRCRAFT SALES 		Pakistan 	pk		ACS	Aircraft Sales and Services 
131	AFRISPIRIT 		Kenya 	ke		ACU	Air Cargo Transportation System 
303	ATLAS CARGOLINES 		Morocco 	ma		ACY	Atlas Cargo Airlines 
304	AUSCAL 		Australia 	au		ADA	Airservices Australia 
307	ANTONOV BUREAU 		Ukraine 	ua		ADB	Antonov Airlines 
1484	AD ASTRA 		Poland 	pl		ADC	AD Astra Executive Charter 
41			Japan 	jp		ADD	Advanced Air Co. 
1460	ADE AVIACION 		Spain 	es		ADF	Ade
310	AEREA TRAINING 		Spain 	es		ADG	Aerea Flying Training Organization 
311	AUDELI 		Spain 	es		ADI	Audeli Air 
315	AERODIENST 		Germany 	de		ADN	Aero-Dienst 
1529	AIR DO 		Japan 	jp	HD	ADO	AIRDO 
316	AERODIPLOMATIC 		Mexico 	mx		ADP	Aerodiplomatic 
318	AIR DATA 		Canada 	ca		ADQ	Avion Taxi 
320	SONORAV 		Mexico 	mx		ADS	Aviones de Sonora 
1461	ARRENDA-TRANS 		Mexico 	mx		ADT	Arrendaminetos y Transportes Turisticos 
321	AIRDEAL 		Finland 	fi		ADU	Airdeal Oy 
331	KHAKI EXPRESS 		Tanzania 	tz		AEJ	Air Express 
2640	GREY BIRD 		Tanzania 	tz		FTZ	Fastjet 
1462			Bulgaria 	bg		ADZ	Avio Delta 
135	EUROPA 		Spain 	es	UX	AEA	Air Europa 
327	AEGEAN 		Greece 	gr	A3	AEE	Aegean Airlines 
1493			Spain 	es		AEF	Aerea 
79	AEROCUTTER 		Slovenia 	si		AEH	Aero4m 
1467	POLISH BIRD 		Poland 	pl		AEI	Air Italy Polska 
333	AEROMADRID 		Spain 	es		AEM	Aero Madrid 
335	AERO OCCIDENTE 		Mexico 	mx		AEO	Aeroservicios Ejecutivos Del Occidente 
336	AEROTEC 		Spain 	es		AEP	Aerotec Escuela de Pilotos 
129	LUNA 		Sweden 	se		AEQ	Air Express 
358	AFRICAWORLD 		The Gambia 	gm	RV	AFI	Africaone 
1469	AEROPARAGUAY 		Paraguay 	py		AES	Aerosur Paraguay 
346	AEROVENTAS 		Mexico 	mx		AEV	Aeroventas 
314	COTSWOLD 		United Kingdom 	gb		ADL	Aero Dynamics 
136	AIR ITALY 		Italy 	it	IG	AEY	Air Italy 
1489	ADVANCED 		United Kingdom 	gb		ADV	Advanced Flight Training 
355	AFRICAN WEST 		Senegal 	sn		AFC	African West Air 
157			United Kingdom 	gb		AFS	Air Data 
356	AIRFAST 		Indonesia 	id		AFE	Airfast Indonesia 
1471	AFRIWAYS 		Benin 	bj	VJ	AFF	Africa Airways 
357	ARIANA 		Afghanistan 	af	FG	AFG	Ariana Afghan Airlines 
359	JAMBO 		Uganda 	ug	Y2	AFJ	Alliance Air 
360	AFRICA LINKS 		Sierra Leone 	sl		AFK	Africa Air Links 
1472			Italy 	it		AFM	Air Four 
1478	SIMBA 		Lesotho 	ls		AFN	African International Airlines 
362	AERO EMPRESA 		Mexico 	mx		AFO	Aero Empresa Mexicana 
4438	PORTUGUESE AIR FORCE 		Portugal 	pt		AFP	Portuguese Air Force 
363	ALBA 		Italy 	it		AFQ	Alba Servizi Aerotrasporti 
144	AIRFRANS 		France 	fr	AF	AFR	Air France 
158	AFRIQUE VACANCE 		Côte d'Ivoire 	ci		AFV	Air Afrique Vacancies 
241	BLACKSTAR 		Ghana 	gh	AW	AFW	Africa World Airlines 
365	AFRICA CHARTERED 		Nigeria 	ng		AFY	Africa Chartered Services 
366	AFREIGHT 		Zambia 	zm		AFZ	Africa Freight Services 
368	AGRICO 		Egypt 	eg		AGC	Arab Agricultural Aviation Company 
5242	AEROANGEL 		Mexico 	mx		AGE	Servicios Aéreos de Los Ángeles 
371	ALGOMA 		Canada 	ca		AGG	Algoma Airways 
372	ALTAGNA 		France 	fr		AGH	Altagna 
1497	ANGELES AMERICA 		Mexico 	mx		AGI	Aereo Transportes Los Angeles de America 
364			United Kingdom 	gb	5Z	AFX	Airfreight Express 
373	ANGOLA CHARTER 		Angola 	ao		AGO	Angola Air Charter 
374	AIR TARA 		Ireland 	ie		AGP	AERFI Group 
367			Venezuela 	ve		AGA	Aeronaves Del Centro 
376	AMADEUS 		Spain 	es	1A	AGT	Amadeus IT Group 
186	AIR GLACIERS 		Switzerland 	ch	7T	AGV	Air Glaciers 
386	AGROLET 		Slovakia 	sk		AGZ	Agrolet-Mci 
387	AIR ALPHA 		Denmark 	dk	GD	AHA	Air Alpha Greenland 
388	AZALAVIACARGO 		Azerbaijan 	az		AHC	Azal Avia Cargo 
389	AIRPORT HELICOPTER 		Switzerland 	ch		AHE	Airport Helicopter Basel
393	AIRHOLD 		Ireland 	ie		AHH	Airplanes Holdings 
4833	AEROCHISA 		Mexico 	mx		AHI	Servicios Aéreos de Chihuahua Aerochisa 
1525	HIDALGO 		Mexico 	mx		AHL	Aerolíneas Hidalgo 
2895	AIR HURON 		Canada 	ca		AHM	Garrison Aviation 
125	AIR HUNGARIA 		Hungary 	hu		AHN	Air Hungaria 
1536	AIR HAMBURG 		Germany 	de		AHO	Air Hamburg 
394	AEROCHIAPAS 		Mexico 	mx		AHP	Aerochiapas 
128	AIRSAR 		Italy 	it		AHS	Air Viggi San Raffaele 
3048	HELIAPRA 		Portugal 	pt		AHT	HTA Helicopteros 
395	ABC HUNGARY 		Hungary 	hu		AHU	ABC Air Hungary 
397	AZAL 		Azerbaijan 	az	J2	AHY	Azerbaijan Airlines 
398	AVIES 		Estonia 	ee	U3	AIA	Avies 
399	AIRBUS INDUSTRIE 		France 	fr	4Y	AIB	Airbus Industrie 
219	AIRINDIA 		India 	in	AI	AIC	Air India Limited 
1814	CENTURY AIRBIRD 		Austria 	at		AID	Christian Konig - Century Airbirds 
232	AIR INUIT 		Canada 	ca		AIE	Air Inuit 
332	AEROCON 		Bolivia 	bo		AEK	Aerocon 
350	BLUE ALFA 		Czech Republic 	cz		AFA	Alfa Air 
2220	AIRHANDLING 		Czech Republic 	cz		AHD	Czech Air Handling 
127	AIR HONG KONG 		Hong Kong 	cn	LD	AHK	Air Hong Kong 
361	AEROFLOT 		Russia 	ru	SU	AFL	Aeroflot Russian Airlines 
377	SARMA 		Russia 	ru		AGU	Angara Airlines 
2122			Spain 	es		AIF	Compañía Aérea de Valencia 
220			Gabon 	ga		AIG	Air Inter Gabon 
400	AIR INCHEON 		South Korea 	kr		AIH	Air Incheon 
202	INTEGRA 		Canada 	ca		AII	Air Integra 
3309	ABC AEROLINEAS 		Mexico 	mx	4O	AIJ	Interjet 
403	AFRICAN AIRLINES 		Kenya 	ke		AIK	African Airlines International Limited 
5445	PIJO 		Spain 	es		AIM	Trabajos Aéreos Murcianos 
404	FLY CARGO 		Swaziland 	sz		AIN	African International Airways 
4048	GRIFTER 		United Kingdom 	gb		AKG	No. 84 Squadron RAF 
5475	THAI ASIA 		Thailand 	th	FD	AIQ	Thai AirAsia 
233	SURESTE 		Spain 	es		AIS	Air Sureste 
411	  		Estonia 	ee		AIT	Airest 
406	ALIA 		Spain 	es		AIU	Alicante Internacional Airlines 
412	AIRVIAS 		Brazil 	br		AIV	Airvias S/A Linhas Aéreas 
414	TARTAN 		Canada 	ca		AIW	Atlantic Island Airways 
415	CRUISER 		Australia 	au		AIX	Aircruising Australia 
416	AIRCREW 		Australia 	au		AIY	Aircrew Check and Training Australia 
417	ARKIA 		Israel 	il	IZ	AIZ	Arkia Israel Airlines 
418	AFGHAN JET 		Afghanistan 	af		AJA	Afghan Jet International Airlines 
419	AERO JBR 		Mexico 	mx		AJB	Aero JBR 
442	ALBION 		United Kingdom 	gb		ALD	Albion Aviation 
421	AVIACONSULT 		Austria 	at		AJF	Avia Consult Flugbetriebs 
1509	ALJARAFE 		Spain 	es		AJH	Aeroaljarafe 
467	MANN 		United Kingdom 	gb		AMH	Alan Mann Helicopters Ltd. 
194	AIR NAV 		United Kingdom 	gb		ANB	Air Navigation And Trading Co. Ltd. 
423	BAMBI 		Nigeria 	ng		AJK	Allied Air 
244	JAMAICA 		Jamaica 	jm	JM	AJM	Air Jamaica 
425	AEROJETS 		Mexico 	mx		AJP	Aero Jets Corporativos 
35	JET MONGOLIA 		Mongolia 	mn		AJR	A-Jet Aviation Company 
426	AEROEJECUTIVOS 		Colombia 	co		AJS	Aeroejecutivos Colombia 
460	AEROPOSTAL 		Venezuela 	ve	VH	ALV	Aeropostal Alas de Venezuela 
179	AIRJETSUL 		Portugal 	pt		AJU	Air Jetsul 
428	AYJAY CARGO 		Japan 	jp		AJV	ANA & JP Express 
159	AIR JAPAN 		Japan 	jp	NQ	AJX	Air Japan 
431	KARAB 		Kazakhstan 	kz		AKB	Aktjubavia 
432	ARCA 		Colombia 	co		AKC	Arca Aerovías Colombianas Ltda. 
433	ANIKAY 		Kyrgyzstan 	kg		AKF	Anikay Air Company 
434	AKHAL 		Turkmenistan 	tm		AKH	Akhal 
3241	  		Sudan 	sd		AKI	Ibk-Petra 
436	AKLAK 		Canada 	ca		AKK	Aklak Air 
437			Kiribati 	ki	4A	AKL	Air Kiribati 
3727	MAKAIR 		Kazakhstan 	kz		AKM	Mak Air 
438	ALKAN AIR 		Canada 	ca		AKN	Alkan Air 
1499	AERO CLINKER 		Mexico 	mx		AKR	Aero Clinker 
148	ALFA WING 		Japan 	jp	EH	AKX	Air Nippon Network Co. Ltd. 
440	ABSOLUTE 		Kazakhstan 	kz		AKZ	AK Navigator LLC 
441	ALBATROS 		Mexico 	mx		ALB	Aero Albatros 
444	ACEFORCE 		Belgium 	be		ALF	Allied Command Europe (Mobile Force) 
3097	ALPIN HELI 		Austria 	at		ALJ	Heli Ambulance Team 
4835	SRILANKAN 		Sri Lanka 	lk	UL	ALK	SriLankan Airlines 
451	VALLARTA 		Mexico 	mx		ALL	Aerovallarta 
458	ALPINER 		Switzerland 	ch		ALP	Alpliner AG 
459	ALTAIR 		Canada 	ca		ALQ	Altair Aviation (1986) 
3603	AEROLAIRE 		Spain 	es		ALR	Líneas Aéreas Alaire S.L. 
1492	AERALP 		France 	fr		ALS	Aeralp 
1523	AERLINEAS CENTRALES 		Mexico 	mx		ALT	Aerolíneas Centrales 
461	ALNACIONAL 		Dominican Republic 	do		ALW	Alas Nacionales
463	  		Canada 	ca		ALZ	Alta Flights (Charters) Ltd. 
464	ADIK 		Kazakhstan 	kz		AMA	ATMA 
2318	CIVIL AIR AMBULANCE 		Germany 	de	1I	AMB	Deutsche Rettungsflugwacht 
273	AIR MALTA 		Malta 	mt	KM	AMC	Air Malta 
4822	AIRMIL 		Spain 	es		AME	Spanish Air Force 
468	AVIATION AMOS 		Canada 	ca		AMJ	Aviation Amos 
469	AMER AIR 		Austria 	at		AMK	Amerer Air 
168	MALAWI 		Malawi 	mw	QM	AML	Air Malawi 
169	MONTENEGRO 		Montenegro 	me		AMN	Air Montenegro 
174	AIR MONTREAL 		Canada 	ca		AMO	Air Montreal (Air Holdings Inc.) 
471	ATSA 		Peru 	pe		AMP	Aero Transporte S.A. (ATSA) 
473	AMEX 		Poland 	pl		AMQ	Aircraft Management and Consulting 
177	AIR MUSKOKA 		Canada 	ca		AMS	Air Muskoka 
475			Egypt 	eg		AMV	AMC Airlines 
476	AEROMEXICO 		Mexico 	mx	AM	AMX	Aeroméxico 
188	AIR AMBAR 		Dominican Republic 	do		AMY	Air Ambar 
477	AMIYA AIR 		Nigeria 	ng		AMZ	Amiya Airline 
193	ALL NIPPON 		Japan 	jp	NH	ANA	All Nippon Airways 
3152	ALLCONGO 		Democratic Republic of the Congo 	cd	EO	ALX	Hewa Bora Airways 
139	AIR MACAO 		Macao 	cn	NX	AMU	Air Macau 
470	AEROM 		Moldova 	md		AMM	Aeroputul International Marculesti 
180			Republic of Korea 	kr		AKA	Air Korea Co. Ltd. 
3405	AVIAKARAT 		Russia 	ru	V2	AKT	Karat 
6056	YAK-SERVICE 		Russia 	ru		AKY	Yak-Service 
154	LUXORJET 		São Tomé and Príncipe 	st		ALU	Air Luxor STP 
255	AIR NOSTRUM 		Spain 	es	YW	ANE	Air Nostrum 
256	NIUGINI 		Papua New Guinea 	pg	PX	ANG	Air Niugini 
480	ALAJNIHAH 		Libya 	ly		ANH	Alajnihah for Air Transport 
253	NIGALANTIC 		Nigeria 	ng		ANI	Air Atlantic (Nig) Limited 
254	ANK AIR 		Japan 	jp	EL	ANK	Air Nippon 
3951	AIR NACOIA 		Angola 	ao		ANL	Nacoia Lda 
482	ANTARES 		Germany 	de		ANM	Antares Airtransport
483	TOPEND 		Australia 	au	TL	ANO	Airnorth 
484	ANTIOQUIA 		Colombia 	co		ANQ	Aerolínea de Antioquia 
485	AEROANDES 		Argentina 	ar	OY	ANS	Andes Líneas Aéreas 
163	AIR NORTH 		Canada 	ca	4N	ANT	Air North Charter - Canada 
560	ARAVCO 		United Kingdom 	gb		ARV	Aravco Ltd. 
487	AVINOR 		Mexico 	mx		ANW	Aviación Del Noroeste
4796	SECRETARIA DEMARINA 		Mexico 	mx		ANX	Secretaria de Marina 
165	NEW ZEALAND 		New Zealand 	nz	NZ	ANZ	Air New Zealand 
490	ALCON 		Mexico 	mx		AOA	Alcon Servicios Aéreos
493	ATAIR 		South Africa 	za		AOF	Atair Pty Ltd. 
497	ASTORIA 		Canada 	ca		AOI	Astoria
178	ASTERIX 		Austria 	at		AOJ	Avcon Jet 
502	AERO ENTERPRISE 		France 	fr		AON	Aero Entreprise 
503	COMPANY AS 		Ukraine 	ua		AOO	As
504	AEROPILOTO 		Portugal 	pt		AOP	Aeropiloto 
510	INTER-AFRO 		Nigeria 	ng		AOR	Afro International Ent. Limited 
5267	AEROSOL 		Mexico 	mx		AOS	Servicios Aéreos Del Sol
512	ASIA OVERNIGHT 		Philippines 	ph	OE	AOT	Asia Overnight Express 
190	AIR TRACTOR 		Croatia 	hr		AOU	Air Tractor 
513	AEROVISION 		France 	fr		AOV	Aero Vision 
514	AEROVALLE 		Colombia 	co		AOX	Aerotaxi Del Valle 
191	CAN-AM 		Canada 	ca		APA	Air Park Aviation Ltd. 
1510	CARIBE CORO 		Venezuela 	ve		AOB	Aerocaribe Coro 
5167			Australia 	au	1Z	APD	Sabre Pacific 
517	AMAPOLA 		Sweden 	se		APF	Amapola Flyg AB 
192	AIR PEOPLE 		Thailand 	th		APG	Air People International 
519	ASA PESADA 		Angola 	ao		API	ASA Pesada
520	AIR PEACH 		Japan 	jp		APJ	Peach Aviation 
529	AEROPERLAS 		Panama 	pa		APP	Aerolíneas Pacífico Atlántico
1527	AEROPERLAS 		Mexico 	mx		APR	Aerolíneas Primordiales 
3529	LAP 		Colombia 	co		APT	LAP Colombia - Líneas Aéreas Petroleras
531	AEROPUMA 		El Salvador 	sv		APU	Aeropuma
534	APA INTERNACIONAL 		Dominican Republic 	do		APY	APA Internacional 
535	ATCO 		Colombia 	co		AQA	Aeroatlas
536	AQUILA 		Canada 	ca		AQL	Aquila Air Ltd. 
538	AVIOQUINTANA 		Mexico 	mx		AQT	Aviones de Renta de Quintana Roo
541	ARIK AIR 		Nigeria 	ng		ARA	Arik Air 
542	AVIAIR 		Aruba 			ARB	Avia Air N.V. 
544	AIRES 		Colombia 	co	4C	ARE	Aires
545	ARGENTINA 		Argentina 	ar	AR	ARG	Aerolíneas Argentinas 
547	AEROVICS 		Mexico 	mx		ARI	Aero Vics 
548			Costa Rica 	cr		ARJ	Aerojet de Costa Rica
552	LINK SERVICE 		Spain 	es		ARK	Aero Link Air Services S.L. 
553	AIRLEC 		France 	fr		ARL	Airlec - Air Aquitaine Transport 
1482	ACERO 		Mexico 	mx		ARO	Acero Taxi 
1501	IVORYCORP 		Côte d'Ivoire 	ci		ARP	Aero Corporate 
557	ARMSTRONG 		Canada 	ca		ARQ	Armstrong Air
216	AIR ARMENIA 		Armenia 	am	QN	ARR	Air Armenia 
558	METSERVICE 		Chile 	cl		ARS	Aeromet Servicios 
559	AEROTAL 		Colombia 	co		ART	Aerotal Aerolíneas Territoriales de Colombia Ltda. 
1260	ARUBA 		Aruba 		AG	ARU	Aruba Airlines 
561	ARIABIRD 		France 	fr		ARW	Aria 
211	AIR SPRAY 		Canada 	ca		ASB	Air-Spray 1967 Ltd. 
212	AIR STAR 		Canada 	ca		ASC	Air Star Corporation 
213	AIR SINAI 		Egypt 	eg	4D	ASD	Air Sinai 
569	SCHEFF 		Canada 	ca		ASF	Air Schefferville
570	AFRICAN STAR 		South Africa 	za		ASG	African Star Airways (PTY) Ltd. 
3540	AIR SASK 		Canada 	ca		ASK	La Ronge Aviation Services 
58	AIR SERBIA 		Serbia 	rs	JU	ASL	Air Serbia 
572	AWESOME 		South Africa 	za		ASM	Awesome Flight Services (PTY) Ltd. 
573	AERO NITRA 		Slovakia 	sk		ASO	Aero Slovakia 
574	AIRSPRINT 		Canada 	ca		ASP	Airsprint 
277	AIR CLASS 		Mexico 	mx		ASS	Air Class, S.A. de C.V.
576	AEROESTE 		Mexico 	mx		AST	Aerolíneas Del Oeste 
579	ASTRAVIA 		Guinea-Bissau 	gw		ASV	Astravia-Bissau Air Transports Ltd. 
492	AERO CZECH 		Czech Republic 	cz		AOD	Aero Vodochody 
207	AIR PLAN 		Democratic Republic of the Congo 	cd		APV	Air Plan International 
491	AERO AVCOM 		Russia 	ru	J6	AOC	AVCOM 
276			Russia 	ru		ASN	Air and Sea Transport 
4689	AUSSIE 		Australia 	au		ASY	Royal Australian Air Force 
5733	TANZANIA 		Tanzania 	tz	TC	ATC	Air Tanzania Company Limited 
581	STARLITE 		Canada 	ca		ATB	Atlantair Ltd. 
582	AEROTOURS 		Dominican Republic 	do		ATD	Aerotours Dominicana 
583	ATLANTIS CANADA 		Canada 	ca		ATE	Atlantis Transportation Services
2123	AEROTECNICAS 		Spain 	es		ATF	Compañía Aerotécnicas Fotográficas 
5947	AIRTAX 		United Kingdom 	gb		ATX	Warwickshire Aerocentre Ltd. 
223	SNOOPY 		Germany 	de		ATJ	Air Traffic GmbH 
587	AIRTAS 		Australia 	au	FO	ATM	Airlines of Tasmania 
613	AYLINE 		United Kingdom 	gb	GR	AUR	Aurigny Air Services 
589	ASTRAL 		Colombia 	co		ATP	ASTRAL Colombia - Aerotransportes Especiales Ltda. 
225	MULTI 		Netherlands 	nl		ATQ	Air Transport Schiphol 
622	BEAUPAIR 		United Kingdom 	gb		AVB	Aviation Beauport 
55	ATTAWASOL AIR 		Libya 	ly		ATT	Attawasol Airlines 
596	ATLANT HUNGARY 		Hungary 	hu		ATU	Atlant Aerobatics Ltd. 
597	AVANTI AIR 		Germany 	de		ATV	Avanti Air 
46	DEVIL 		Belgium 	be	WP	ATW	Air Antwerp 
1481	ACE TAXI 		South Korea 	kr		ATZ	Ace Air 
599	AUSTRIAN 		Austria 	at	OS	AUA	Austrian Airlines 
5459	ZAP 		United Kingdom 	gb	ZT	AWC	Titan Airways 
607	AUGUSTA 		Germany 	de		AUF	Augusta Air Luftfahrtunternehmen 
608	SULTAN 		United Arab Emirates 	ae	MO	AUH	Abu Dhabi Amiri Flight 
5823	UKRAINE INTERNATIONAL 		Ukraine 	ua	PS	AUI	Ukraine International Airlines 
1745	AUSTROJET 		Austria 	at		AUJ	Business Flight Salzburg 
609	ATLAMUR 		Uruguay 	uy		AUM	Air Atlantic Uruguay 
610	AVIONES UNIDOS 		Mexico 	mx		AUN	Aviones Unidos 
2511	UNIFORM OSCAR 		Uruguay 	uy		AUO	Empresa (Aero Uruguay)
615	AUSTRAL 		Argentina 	ar	AU	AUT	Austral Líneas Aéreas 
1809	ALLWEATHER 		United Kingdom 	gb		AWX	Civil Aviation Authority Directorate of Airspace Policy 
228			Uganda 	ug		AUX	Air Uganda International Ltd. 
617	AUSA 		Uruguay 	uy		AUY	Aerolíneas Uruguayas
618	AUSTRALIAN 		Australia 	au	AO	AUZ	Australian Airlines 
619	AVIANCA 		Colombia 	co	AV	AVA	Avianca 
1534	ALAMO 		Spain 	es		AVD	Álamo Aviación
623	CARIBOO 		Canada 	ca		AVF	Aviair Aviation Ltd. 
227	DJIBOUTI FALCON 		Djibouti 	dj		AVG	Air Falcon 
625	ATOMIC 		Kyrgyzstan 	kg		AVJ	Avia Traffic Company 
626	AVIATE-COPTER 		South Africa 	za		AVK	AV8 Helicopters 
